,place_id,name,formatted_phone_number,opening_hours,website
997,ChIJHzBXtu4ZyUwRvqP8EnYj2vA,Le Royal Madurai,(514) 739-2760,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1130'}}], 'weekday_text': ['Monday: 11:30 AM – 11:00 PM', 'Tuesday: 11:30 AM – 11:00 PM', 'Wednesday: Closed', 'Thursday: 11:30 AM – 11:00 PM', 'Friday: 11:30 AM – 11:00 PM', 'Saturday: 11:30 AM – 11:00 PM', 'Sunday: 11:30 AM – 11:00 PM']}",
998,ChIJ8fQGPJcZyUwRFpfLvgKLIj4,Arahova Cote Des Neiges,(514) 312-9052,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '0100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 2, 'time': '0100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 3, 'time': '0100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 4, 'time': '0100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 1:00 AM', 'Tuesday: 11:00 AM – 1:00 AM', 'Wednesday: 11:00 AM – 1:00 AM', 'Thursday: 11:00 AM – 1:00 AM', 'Friday: 11:00 AM – 2:00 AM', 'Saturday: 11:00 AM – 2:00 AM', 'Sunday: 11:00 AM – 1:00 AM']}",http://www.arahova-souvlaki.ca/
999,ChIJv8VZzO8ZyUwRUXr4apeY6nY,Posher Restaurant,(514) 548-2873,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 11:00 PM', 'Tuesday: 11:00 AM – 11:00 PM', 'Wednesday: 11:00 AM – 11:00 PM', 'Thursday: 11:00 AM – 11:00 PM', 'Friday: 11:00 AM – 11:00 PM', 'Saturday: 11:00 AM – 11:00 PM', 'Sunday: 11:00 AM – 11:00 PM']}",http://www.restaurantposher.ca/
1000,ChIJB7fAEPoZyUwRwkyoDN5a2Ok,Paramount Fine Foods,(514) 738-6000,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 12:00 AM', 'Tuesday: 8:00 AM – 12:00 AM', 'Wednesday: 8:00 AM – 12:00 AM', 'Thursday: 8:00 AM – 12:00 AM', 'Friday: 8:00 AM – 12:00 AM', 'Saturday: 8:00 AM – 12:00 AM', 'Sunday: 8:00 AM – 12:00 AM']}",http://paramountfinefoods.com/
1001,ChIJj96R0u8ZyUwRM3xiEi5ek_w,Al Amine,(514) 739-1817,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0600'}}], 'weekday_text': ['Monday: 6:00 AM – 12:00 AM', 'Tuesday: 6:00 AM – 12:00 AM', 'Wednesday: 6:00 AM – 12:00 AM', 'Thursday: 6:00 AM – 12:00 AM', 'Friday: 6:00 AM – 12:00 AM', 'Saturday: 6:00 AM – 12:00 AM', 'Sunday: 6:00 AM – 12:00 AM']}",http://www.alamine.ca/
1002,ChIJtS0pyc4ZyUwRJ8EC9wVGZlg,Piatti Di Teramo,(514) 344-5693,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1830'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '1830'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1830'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1830'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1830'}, 'open': {'day': 5, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 6:30 PM', 'Tuesday: 11:00 AM – 6:30 PM', 'Wednesday: 11:00 AM – 6:30 PM', 'Thursday: 11:00 AM – 6:30 PM', 'Friday: 11:00 AM – 6:30 PM', 'Saturday: Closed', 'Sunday: Closed']}",http://piattiditeramo.com/
1003,ChIJ5WhTXPAZyUwR3XjYnMXjo34,A&W Canada,(514) 731-1111,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 11:00 PM', 'Tuesday: 11:00 AM – 11:00 PM', 'Wednesday: 11:00 AM – 11:00 PM', 'Thursday: 11:00 AM – 11:00 PM', 'Friday: 11:00 AM – 11:00 PM', 'Saturday: 11:00 AM – 11:00 PM', 'Sunday: 11:00 AM – 11:00 PM']}",http://aw.ca/
1004,ChIJldSv8wsZyUwRHwSkhu-jWWY,Le Petit Vibe,(438) 375-6335,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1200'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 12:00 – 8:00 PM', 'Wednesday: 12:00 – 8:00 PM', 'Thursday: 12:00 – 8:00 PM', 'Friday: 12:00 – 8:00 PM', 'Saturday: 12:00 – 8:00 PM', 'Sunday: 12:00 – 8:00 PM']}",http://www.lepetitvibe.com/
1005,ChIJOfmE7u4ZyUwR5-LDLSc5Xec,Lakshana's Chettinad Indian Restaurant,(514) 738-3959,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1600'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1700'}}, {'close': {'day': 2, 'time': '1530'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1530'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1530'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1530'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '1600'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1700'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 11:30 AM – 3:30 PM, 5:00 – 10:00 PM', 'Wednesday: 11:30 AM – 3:30 PM, 5:00 – 10:00 PM', 'Thursday: 11:30 AM – 3:30 PM, 5:00 – 10:00 PM', 'Friday: 11:30 AM – 3:30 PM, 5:00 – 10:00 PM', 'Saturday: 11:30 AM – 4:00 PM, 5:00 – 10:00 PM', 'Sunday: 11:30 AM – 4:00 PM, 5:00 – 10:00 PM']}",http://www.lakshanaschettinad.com/
1006,ChIJ-T0N8u4ZyUwRrpE2PU3NuoA,Restaurant Tuk Tuk,(514) 739-6132,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1500'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1500'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 12:00 – 3:00 PM, 5:00 – 9:00 PM', 'Wednesday: 12:00 – 3:00 PM, 5:00 – 9:00 PM', 'Thursday: 12:00 – 3:00 PM, 5:00 – 9:00 PM', 'Friday: 12:00 – 3:00 PM, 5:00 – 9:00 PM', 'Saturday: 3:00 – 9:00 PM', 'Sunday: 3:00 – 9:00 PM']}",http://www.tuktukrestaurant.com/
1007,ChIJy8PYyiMZyUwRO8Im87qFzXs,Copper Branch,(514) 735-1515,,http://eatcopperbranch.com/
1008,ChIJGTMF-bcZyUwRLGiTYKg8Vig,La Republika,(514) 735-1246,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 10:00 PM', 'Tuesday: 11:00 AM – 10:00 PM', 'Wednesday: 11:00 AM – 10:00 PM', 'Thursday: 11:00 AM – 10:00 PM', 'Friday: 11:00 AM – 10:00 PM', 'Saturday: 11:00 AM – 10:00 PM', 'Sunday: 11:00 AM – 10:00 PM']}",https://www.larepublika.ca/
1009,ChIJE5Scj-kZyUwRo8P0VPrabLY,Basilic,(438) 381-6821,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 9:00 PM', 'Tuesday: 11:00 AM – 9:00 PM', 'Wednesday: 11:00 AM – 9:00 PM', 'Thursday: 11:00 AM – 9:00 PM', 'Friday: 11:00 AM – 9:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",https://www.facebook.com/basilic.mtl/
1010,ChIJJ07lY8EZyUwRBgJBSvEFcGE,Cafe Resto Du Coin,(514) 738-1818,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00 AM – 6:00 PM', 'Tuesday: 7:00 AM – 6:00 PM', 'Wednesday: 7:00 AM – 6:00 PM', 'Thursday: 7:00 AM – 6:00 PM', 'Friday: 7:00 AM – 6:00 PM', 'Saturday: 7:00 AM – 6:00 PM', 'Sunday: 7:00 AM – 6:00 PM']}",
1011,ChIJvSJ-5HsZyUwR5Gwu-s5ie84,Yoon Restaurant,(514) 733-2949,"{'open_now': False, 'periods': [{'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1600'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 4:00 – 9:00 PM', 'Thursday: 4:00 – 9:00 PM', 'Friday: 4:00 – 9:00 PM', 'Saturday: 4:00 – 9:00 PM', 'Sunday: Closed']}",http://facebook.com/yoonrestaurant
1012,ChIJK-nsye4ZyUwRr7aVdV8pKA8,Pho Lien,(514) 735-6949,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 9:00 PM', 'Tuesday: Closed', 'Wednesday: 11:00 AM – 9:00 PM', 'Thursday: 11:00 AM – 9:00 PM', 'Friday: 11:00 AM – 9:00 PM', 'Saturday: 11:00 AM – 9:00 PM', 'Sunday: 11:00 AM – 9:00 PM']}",https://m.facebook.com/pages/Pho-Lien-Soupe-Tonkinoise-Cote-Ste-Cat-Cote-Des-Neiges/450145295052449
1013,ChIJHalHLu4ZyUwRDwwYImml1yM,Panthère Verte / Green Panther Organic Plant Based Restaurant,(438) 387-1848,,http://www.lapanthereverte.com/
1014,ChIJvY42z-4ZyUwRsDm-INkyLZw,Quesada Burritos & Tacos,(514) 564-3680,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '1930'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '1930'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1930'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1930'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1930'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1930'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 7:30 PM', 'Tuesday: 11:00 AM – 7:30 PM', 'Wednesday: 11:00 AM – 7:30 PM', 'Thursday: 11:00 AM – 7:30 PM', 'Friday: 11:00 AM – 7:30 PM', 'Saturday: 11:00 AM – 7:30 PM', 'Sunday: 11:00 AM – 6:00 PM']}",http://www.quesada.ca/
1015,ChIJJcnRmywayUwR5seR0AaTJD4,Restaurant Queen Sheba,(514) 840-9494,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1230'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1230'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 5:00 – 11:00 PM', 'Wednesday: 5:00 – 11:00 PM', 'Thursday: 5:00 – 11:00 PM', 'Friday: 5:00 – 11:00 PM', 'Saturday: 12:30 – 11:00 PM', 'Sunday: 12:30 – 10:00 PM']}",https://www.stocate.com/stores/queen-sheba
1016,ChIJlwwmLu4ZyUwR0IiFvoa_kIc,Mstar Côte des neiges,(514) 344-0034,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}], 'weekday_text': ['Monday: 11:30 AM – 11:00 PM', 'Tuesday: 11:30 AM – 11:00 PM', 'Wednesday: 11:30 AM – 11:00 PM', 'Thursday: 11:30 AM – 11:00 PM', 'Friday: 11:30 AM – 11:00 PM', 'Saturday: 12:00 – 11:00 PM', 'Sunday: Closed']}",https://www.mstarsandwich.com/
1017,ChIJCylBrWgZyUwRRQ9mxrHJsLQ,SANDWICHERIE VIET,(514) 341-2410,"{'open_now': False, 'periods': [{'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 10:00 AM – 8:00 PM', 'Wednesday: 10:00 AM – 8:00 PM', 'Thursday: 10:00 AM – 8:00 PM', 'Friday: 10:00 AM – 8:00 PM', 'Saturday: 10:00 AM – 6:00 PM', 'Sunday: Closed']}",http://sandwicherie-viet.poi.place/
1018,ChIJDw56U-4ZyUwRA4AQncjc5Y0,Restaurant Oriental Ngan Dinh,(514) 731-0663,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}], 'weekday_text': ['Monday: 11:00 AM – 10:00 PM', 'Tuesday: 11:00 AM – 10:00 PM', 'Wednesday: 11:00 AM – 10:00 PM', 'Thursday: 11:00 AM – 10:00 PM', 'Friday: 11:00 AM – 10:00 PM', 'Saturday: 12:00 – 10:00 PM', 'Sunday: Closed']}",https://www.just-eat.ca/restaurants-orientalngandinh-montreal
1019,ChIJZe-tye4ZyUwRwn2mCgnUU3A,Restaurant Talay Thai,(514) 739-2999,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1600'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1600'}}], 'weekday_text': ['Monday: 11:00 AM – 10:00 PM', 'Tuesday: 11:00 AM – 10:00 PM', 'Wednesday: 11:00 AM – 10:00 PM', 'Thursday: 11:00 AM – 9:00 PM', 'Friday: 11:00 AM – 10:00 PM', 'Saturday: 4:00 – 10:00 PM', 'Sunday: 4:00 – 10:00 PM']}",http://www.talaythaimontreal.com/
1020,ChIJnaReiOkZyUwRmjbmRi4cyrI,Poissonnerie & Restaurant Rayan,(514) 735-6866,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00 AM – 10:00 PM', 'Tuesday: 10:00 AM – 10:00 PM', 'Wednesday: 10:00 AM – 10:00 PM', 'Thursday: 10:00 AM – 10:00 PM', 'Friday: 10:00 AM – 10:00 PM', 'Saturday: 10:00 AM – 10:00 PM', 'Sunday: 12:00 – 10:00 PM']}",http://www.restaurantrayan.com/
1021,ChIJRRYDIeoZyUwRg0NtCISwATE,Bergham - Côte des Neiges,(514) 419-4545,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 11:00 PM', 'Tuesday: 11:00 AM – 11:00 PM', 'Wednesday: 11:00 AM – 11:00 PM', 'Thursday: 11:00 AM – 11:00 PM', 'Friday: 11:00 AM – 11:00 PM', 'Saturday: 11:00 AM – 12:00 AM', 'Sunday: 11:00 AM – 12:00 AM']}",http://www.bergham.com/
1022,ChIJHeBe2-4ZyUwRNYmQf84iaFY,Boustan Cote des Neiges,(514) 733-4999,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: 11:00 AM – 11:00 PM', 'Tuesday: 11:00 AM – 11:00 PM', 'Wednesday: 11:00 AM – 11:00 PM', 'Thursday: 11:00 AM – 11:00 PM', 'Friday: 11:00 AM – 11:00 PM', 'Saturday: 11:00 AM – 11:00 PM', 'Sunday: 11:00 AM – 11:00 PM']}",http://boustan.ca/
1023,ChIJPzIFBOoZyUwRidhu8scbBiE,Restaurant Nguyen Phi,(514) 344-1863,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 11:00 AM – 8:00 PM', 'Wednesday: 11:00 AM – 8:00 PM', 'Thursday: 11:00 AM – 8:00 PM', 'Friday: 11:00 AM – 8:00 PM', 'Saturday: 11:00 AM – 8:00 PM', 'Sunday: 11:00 AM – 8:00 PM']}",http://www.restonguyenphi.com/
